# Best products by sales (product, sales)  
|2016-02-25 00:00:00|481|£ 3918.80|
|2016-08-15 00:00:00|480|£ 3936.84|
|2016-08-18 00:00:00|480|£ 4518.02|
|2016-07-19 00:00:00|479|£ 4963.20|
|2016-02-22 00:00:00|479|£ 3868.41|
|2016-08-31 00:00:00|478|£ 3955.78|
|2016-04-25 00:00:00|476|£ 4194.34|
|2016-01-27 00:00:00|475|£ 4256.51|
|2016-04-02 00:00:00|472|£ 3226.05|
|2016-02-03 00:00:00|472|£ 5320.96|
|2016-12-30 00:00:00|470|£ 4045.15|
|2016-05-07 00:00:00|469|£ 2797.43|
|2016-08-20 00:00:00|466|£ 2731.41|
|2016-03-04 00:00:00|462|£ 4135.14|
|2016-04-09 00:00:00|458|£ 2988.26|
|2016-08-10 00:00:00|456|£ 3917.90|
|2016-05-14 00:00:00|456|£ 3370.63|
|2016-10-22 00:00:00|452|£ 4134.52|
|2016-03-30 00:00:00|450|£ 4324.18|
|2016-02-29 00:00:00|447|£ 3791.37|
|2016-03-05 00:00:00|445|£ 3271.68|
|2016-12-03 00:00:00|441|£ 3622.46|
|2016-08-09 00:00:00|440|£ 4320.70|
|2016-03-07 00:00:00|435|£ 3156.59|
|2016-02-10 00:00:00|433|£ 3281.81|
|2016-02-15 00:00:00|432|£ 3850.56|
|2016-07-27 00:00:00|431|£ 3667.10|
|2016-11-24 00:00:00|430|£ 3933.13|
|2016-08-02 00:00:00|426|£ 3998.68|
|2016-03-29 00:00:00|424|£ 3148.94|
|2016-05-21 00:00:00|421|£ 2801.63|
|2016-12-28 00:00:00|421|£ 3363.16|
|2016-10-08 00:00:00|419|£ 3133.94|
|2016-08-08 00:00:00|415|£ 3274.66|
|2016-03-25 00:00:00|410|£ 1881.78|
|2016-08-30 00:00:00|406|£ 3234.98|
|2016-11-12 00:00:00|403|£ 4766.74|
|2016-03-19 00:00:00|402|£ 3105.52|
|2016-12-27 00:00:00|397|£ 3720.79|
|2016-10-09 00:00:00|390|£ 2057.68|
|2016-11-19 00:00:00|389|£ 2941.22|
|2016-07-26 00:00:00|382|£ 3341.62|
|2016-03-26 00:00:00|381|£ 1713.17|
|2016-02-20 00:00:00|375|£ 2521.07|
|2016-08-27 00:00:00|374|£ 2763.90|
|2016-06-11 00:00:00|370|£ 2651.15|
|2016-07-28 00:00:00|369|£ 3129.74|
|2016-09-10 00:00:00|369|£ 3504.49|
|2016-01-25 00:00:00|368|£ 3772.95|
|2016-10-15 00:00:00|360|£ 3939.60|
|2016-02-06 00:00:00|358|£ 3178.86|
|2016-04-23 00:00:00|355|£ 3827.74|
|2016-09-15 00:00:00|349|£ 2685.96|
|2016-08-13 00:00:00|348|£ 2831.62|
|2016-02-27 00:00:00|346|£ 2966.84|
|2016-10-23 00:00:00|346|£ 1537.05|
|2016-04-30 00:00:00|344|£ 3003.73|
|2016-04-16 00:00:00|344|£ 2598.71|
|2016-05-28 00:00:00|340|£ 2840.23|
|2016-09-25 00:00:00|339|£ 1913.38|
|2016-09-17 00:00:00|334|£ 2949.54|
|2016-03-12 00:00:00|333|£ 2840.83|
|2016-10-30 00:00:00|330|£ 1657.69|
|2016-12-11 00:00:00|330|£ 3014.65|
|2016-01-09 00:00:00|327|£ 2907.21|
|2016-01-16 00:00:00|324|£ 2840.56|
|2016-12-04 00:00:00|323|£ 1784.75|
|2016-07-16 00:00:00|320|£ 2899.45|
|2016-01-30 00:00:00|319|£ 2469.90|
|2016-10-01 00:00:00|319|£ 2769.47|
|2016-06-04 00:00:00|318|£ 2637.77|
|2016-07-02 00:00:00|313|£ 2579.90|
|2016-01-10 00:00:00|311|£ 1544.16|
|2016-09-03 00:00:00|311|£ 1732.67|
|2016-11-05 00:00:00|310|£ 2321.15|
|2016-03-13 00:00:00|308|£ 1929.76|
|2016-07-09 00:00:00|304|£ 2167.29|
|2016-11-13 00:00:00|300|£ 2073.47|
|2016-05-22 00:00:00|292|£ 1312.66|
|2016-01-23 00:00:00|284|£ 2268.73|
|2016-09-18 00:00:00|283|£ 2644.76|
|2016-05-15 00:00:00|281|£ 2043.29|
|2016-12-18 00:00:00|281|£ 2203.63|
|2016-04-10 00:00:00|280|£ 1464.55|
|2016-02-28 00:00:00|277|£ 2272.43|
|2016-10-29 00:00:00|276|£ 2196.23|
|2016-10-16 00:00:00|275|£ 1854.30|
|2016-06-05 00:00:00|274|£ 1731.59|
|2016-07-10 00:00:00|272|£ 1863.57|
|2016-09-01 00:00:00|268|£ 2210.77|
|2016-01-02 00:00:00|265|£ 1929.55|
|2016-06-25 00:00:00|260|£ 2248.27|
|2016-04-03 00:00:00|259|£ 1717.21|
|2016-07-05 00:00:00|256|£ 2256.29|
|2016-11-06 00:00:00|254|£ 2027.36|
|2016-01-24 00:00:00|251|£ 1231.63|
|2016-02-14 00:00:00|250|£ 1835.75|
|2016-07-17 00:00:00|249|£ 2470.02|
|2016-09-11 00:00:00|240|£ 1681.54|
|2016-02-07 00:00:00|239|£ 1869.56|
|2016-11-01 00:00:00|237|£ 2114.67|
|2016-04-24 00:00:00|236|£ 1302.89|
|2016-08-06 00:00:00|230|£ 1911.43|
|2016-06-12 00:00:00|229|£ 2308.75|
|2016-08-28 00:00:00|229|£ 1147.78|
|2016-02-21 00:00:00|227|£ 2052.69|
|2016-07-23 00:00:00|226|£ 1827.26|
|2016-11-20 00:00:00|224|£ 1823.75|
|2016-07-30 00:00:00|223|£ 1744.86|
|2016-06-19 00:00:00|220|£ 1837.49|
|2016-05-01 00:00:00|217|£ 1514.17|
|2016-12-31 00:00:00|216|£ 1713.20|
|2016-01-31 00:00:00|211|£ 1482.95|
|2016-08-14 00:00:00|206|£ 1725.29|
|2016-01-06 00:00:00|206|£ 1559.72|
|2016-03-20 00:00:00|206|£ 1703.63|
|2016-06-18 00:00:00|205|£ 1573.10|
|2016-05-29 00:00:00|201|£ 1346.59|
|2016-07-03 00:00:00|193|£ 1573.77|
|2016-06-26 00:00:00|191|£ 1332.39|
|2016-08-29 00:00:00|190|£ 1411.75|
|2016-04-17 00:00:00|186|£ 1330.60|
|2016-09-04 00:00:00|186|£ 1316.03|
|2016-01-17 00:00:00|184|£ 1127.93|
|2016-08-07 00:00:00|184|£ 1397.83|
|2016-03-06 00:00:00|175|£ 1399.39|
|2016-08-21 00:00:00|173|£ 1299.07|
|2016-05-08 00:00:00|172|£ 1310.03|
|2016-07-31 00:00:00|169|£ 1341.96|
|2016-12-26 00:00:00|158|£ 1274.81|
|2016-07-24 00:00:00|151|£ 1198.68|
|2016-10-02 00:00:00|147|£ 963.61|
|2016-01-03 00:00:00|121|£ 798.15|
|2016-03-28 00:00:00|110|£ 503.88|
|2016-12-24 00:00:00|107|£ 933.51|
